"","HOUR_I_R","ALCHL_I","ALIGN_I","STRATUM_R","WRK_ZONE","WKDY_I_R","INT_HWY","LGTCON_I_R","MANCOL_I_R","PED_ACC_R","RELJCT_I_R","REL_RWY_R","PROFIL_I_R","SPD_LIM","SUR_COND","TRAF_CON_R","TRAF_WAY","VEH_INVL","WEATHER_R","INJURY"
"15366",1,1,1,0,0,0,0,1,2,0,1,1,0,35,2,1,2,2,2,0
"3040",0,1,1,1,0,0,0,3,2,0,1,1,0,35,2,1,1,3,1,1
"40370",1,2,2,1,0,0,0,1,0,0,1,0,0,10,1,0,1,1,1,1
"5405",1,2,1,0,1,1,1,3,0,0,1,0,0,45,1,0,2,2,1,1
"41325",0,2,2,1,0,1,0,1,0,0,0,0,0,35,1,0,1,1,1,0
"16046",0,2,1,0,0,1,0,1,2,0,1,1,0,45,2,1,2,3,2,1
"16001",0,2,1,0,0,1,0,1,2,0,1,1,0,30,2,0,2,2,2,1
"33854",1,2,1,1,0,1,0,1,2,0,1,1,0,45,1,1,1,2,1,1
"1892",0,2,1,0,0,0,0,3,2,0,1,1,1,45,2,2,3,2,1,1
"33510",1,2,1,1,0,1,0,1,2,0,1,1,0,35,1,1,1,2,1,1
"27798",1,2,1,0,0,1,0,1,2,0,0,1,0,45,1,0,2,2,1,0
"6039",0,1,1,1,0,1,0,3,2,0,1,1,0,45,1,1,1,3,1,0
"32228",1,2,1,0,0,1,0,1,2,0,1,1,0,35,1,1,1,2,1,0
"13559",1,2,1,1,0,1,0,1,2,0,1,1,0,25,3,2,1,2,2,0
"22931",0,2,2,1,0,1,0,1,0,0,0,0,1,25,1,0,1,1,1,0
"32044",1,2,1,1,0,0,0,1,2,0,1,1,0,30,1,2,1,2,1,1
"24184",0,2,1,0,0,1,0,1,2,0,1,1,0,60,1,2,3,2,1,0
"2535",0,2,1,1,0,1,1,3,0,0,0,0,0,65,2,0,2,1,2,0
"22236",1,2,1,1,0,1,0,1,2,0,1,1,1,50,1,0,1,3,1,1
"15053",1,1,1,0,0,1,0,1,2,0,1,1,0,35,2,1,2,2,1,1
"21653",0,2,1,0,0,1,0,1,2,0,1,1,1,25,1,1,1,2,1,1
"35021",0,2,1,0,0,1,0,1,2,0,1,1,0,35,1,0,1,2,1,0
"30312",0,2,1,0,0,1,0,1,2,0,1,1,0,35,1,1,2,2,1,0
"11105",0,2,1,1,0,0,1,2,0,0,1,1,0,65,1,0,2,1,1,0
"8706",1,2,1,0,0,0,0,2,2,0,1,1,0,50,2,0,2,2,2,0
"23421",1,2,2,0,0,1,0,1,0,0,0,0,1,55,1,0,1,1,1,1
"7775",0,1,2,1,0,1,0,3,0,0,1,0,0,35,1,2,1,1,1,0
"20671",0,2,1,1,0,1,0,1,0,0,0,0,1,70,1,0,2,1,1,0
"4880",0,2,1,1,0,1,1,3,2,0,1,1,0,60,1,0,2,2,1,0
"29599",1,2,2,1,0,0,0,1,2,0,1,1,0,35,1,2,2,2,1,1
"14678",0,2,1,1,0,1,0,1,2,0,1,1,1,50,2,2,1,2,2,0
"38798",0,2,1,0,0,1,0,1,2,0,1,1,0,55,1,2,1,2,1,1
"36101",1,2,1,0,0,1,0,1,2,0,1,1,0,30,1,2,1,2,1,1
"32056",0,2,1,0,0,0,0,1,2,0,1,1,0,30,1,1,1,2,1,1
"14935",0,2,1,0,0,1,0,1,2,0,1,1,0,25,2,1,3,2,2,0
"39222",0,2,1,0,0,1,0,1,2,0,1,1,0,25,1,0,1,2,1,0
"2279",1,1,1,1,0,0,0,3,2,0,1,1,0,45,2,1,2,4,2,1
"27173",1,2,1,0,0,0,1,1,2,0,0,1,0,55,1,0,2,2,1,1
"25150",1,2,1,0,0,1,1,1,2,0,0,1,0,65,1,0,2,3,1,1
"29156",0,2,1,0,0,1,1,1,0,0,0,1,0,65,1,0,2,2,1,0
"27728",0,2,1,1,0,1,0,1,2,0,1,1,0,45,1,1,2,2,1,1
"6513",1,2,1,1,0,0,0,3,2,0,1,1,0,40,1,0,1,3,1,0
"34539",0,2,1,0,0,1,0,1,2,0,0,1,0,25,1,0,1,2,1,0
"9441",0,2,1,1,0,1,0,2,2,0,0,1,1,45,1,0,2,2,1,1
"10823",0,2,1,0,0,0,1,2,2,0,0,1,0,65,1,0,2,2,1,1
"25328",1,2,1,1,0,1,0,1,2,0,1,1,0,45,1,1,2,3,1,0
"22960",1,2,1,0,0,1,0,1,0,0,0,0,1,25,1,0,1,1,1,0
"7725",1,2,1,1,0,0,0,3,0,0,0,0,0,35,1,0,1,1,1,1
"19869",0,2,1,0,0,1,1,1,2,0,0,1,1,60,1,0,2,2,1,0
"11073",1,2,1,1,0,1,1,2,0,0,0,0,0,65,1,0,2,1,1,0
"14319",0,2,1,0,0,1,0,1,2,0,1,1,1,45,2,1,1,2,2,1
"34066",1,2,1,0,0,1,0,1,2,0,1,1,0,30,1,1,1,2,1,0
"334",1,2,1,0,0,0,0,3,2,0,1,1,0,45,2,1,1,2,1,0
"21524",1,2,1,0,0,1,0,1,2,0,1,1,1,35,1,1,1,2,1,0
"38778",1,1,1,0,0,0,0,1,2,0,1,1,0,55,1,2,1,2,1,1
"32855",0,2,1,1,0,1,0,1,0,0,0,0,0,50,1,0,1,1,1,0
"39516",1,2,1,0,0,1,0,1,2,0,1,1,0,35,1,0,1,2,1,1
"36342",0,2,1,0,0,1,0,1,2,0,1,1,0,45,1,0,1,2,1,0
"27137",0,2,1,0,0,1,0,1,2,0,0,1,0,45,1,0,2,2,1,0
"5096",0,2,1,1,0,1,0,3,2,0,1,1,0,40,1,0,2,2,1,0
"30257",0,2,1,1,0,1,0,1,2,0,1,1,0,35,1,0,2,2,1,1
"13639",1,2,2,1,0,1,0,1,0,0,1,0,0,55,3,0,1,1,2,0
"23957",0,2,1,0,0,1,0,1,2,0,1,1,0,25,1,0,3,2,1,1
"24589",1,2,1,0,0,1,0,1,2,0,1,1,0,40,1,2,2,2,1,1
"31408",0,1,1,1,0,0,0,1,0,0,0,0,0,65,1,0,2,1,1,0
"29181",0,2,1,1,0,1,1,1,0,0,0,0,0,70,1,0,2,1,1,1
"20735",1,2,1,1,0,1,0,1,0,0,0,0,1,55,1,0,2,1,1,0
"32848",1,2,1,1,0,0,0,1,0,0,0,1,0,45,1,0,1,1,1,0
"17863",1,2,2,1,0,1,0,1,0,0,0,0,0,55,2,0,1,1,1,1
"3599",0,2,2,0,0,1,1,3,0,0,1,0,1,60,1,0,2,2,1,1
"27539",0,2,1,1,0,0,0,1,2,0,1,1,0,40,1,1,2,2,1,1
"13212",1,2,1,1,0,1,0,1,2,0,1,1,0,25,4,0,1,2,1,1
"18374",0,2,1,0,0,1,0,1,0,0,1,1,1,55,1,0,1,1,1,1
"2841",0,2,1,0,0,1,0,3,2,0,1,1,0,30,2,0,1,2,1,0
"4223",0,2,1,1,0,0,0,3,2,0,0,1,0,25,1,0,3,2,1,0
"33529",0,2,1,1,0,1,0,1,2,0,1,1,0,35,1,2,1,2,1,1
"6849",0,2,1,1,0,0,0,3,0,0,0,0,0,35,1,0,1,1,1,0
"37468",0,2,1,0,0,1,0,1,2,0,1,1,0,30,1,0,1,3,1,1
"21928",1,1,1,0,0,1,0,1,2,0,1,1,1,25,1,2,1,2,1,1
"36800",0,2,2,0,0,0,0,1,2,0,0,1,0,40,1,0,1,2,1,0
"42006",0,2,1,0,0,1,0,1,0,0,1,1,0,55,1,0,1,2,1,0
"28419",0,2,1,1,0,1,0,1,2,0,1,1,0,45,1,2,2,2,1,0
"1263",1,2,1,1,0,1,1,3,0,0,1,0,0,65,1,0,1,1,1,1
"2959",1,2,1,0,0,0,0,3,0,0,0,0,0,25,2,0,1,1,2,0
"22730",0,2,2,1,0,0,0,1,2,0,1,1,1,55,1,0,1,2,1,1
"28322",1,2,1,1,0,1,0,1,2,0,1,1,0,45,1,1,2,4,1,1
"18506",1,2,1,0,0,1,0,1,2,0,1,1,1,40,1,0,1,2,1,0
"22240",0,2,1,0,1,1,0,1,2,0,1,1,1,50,1,2,1,2,1,0
"27630",0,2,1,0,0,1,0,1,2,0,1,1,0,40,1,0,2,2,1,0
"18632",0,2,1,0,1,1,1,1,2,0,1,1,1,65,1,0,3,2,1,1
"39397",1,2,1,0,0,1,0,1,2,0,1,1,0,30,1,0,1,2,1,0
"37935",1,2,1,1,0,0,0,1,2,0,1,1,0,35,1,2,1,2,1,1
"3647",1,2,1,0,0,1,0,3,2,0,0,1,1,55,1,0,2,4,1,1
"30537",0,2,1,1,0,1,0,1,2,0,0,1,0,45,1,0,2,3,1,1
"137",1,2,1,1,0,1,1,3,0,0,0,0,1,75,2,0,2,1,2,1
"6380",1,2,1,0,0,1,0,3,2,0,1,1,0,40,1,0,1,2,1,1
"9226",1,2,1,0,0,1,0,2,0,0,0,1,0,55,2,0,1,1,2,0
"8514",0,2,1,1,0,1,0,2,0,0,0,0,1,60,2,0,1,1,1,0
"13813",0,2,1,0,0,1,1,1,2,0,1,1,1,60,2,0,3,2,2,1
"9576",0,2,1,1,0,0,0,2,0,0,0,0,1,65,1,0,2,1,1,1
"2624",0,2,2,1,0,0,0,3,0,0,0,0,0,35,9,0,2,1,1,1
"7508",0,2,2,1,0,1,0,3,0,0,0,0,0,25,1,0,1,1,1,0
"36028",1,2,1,0,0,1,0,1,2,0,1,1,0,30,1,0,1,2,1,0
"12953",1,2,1,0,0,1,0,1,2,0,1,1,1,15,4,0,1,2,1,0
"39895",0,2,1,1,0,1,0,1,2,0,1,1,0,45,1,0,1,3,1,1
"27980",0,2,1,1,0,1,0,1,1,0,1,1,0,45,1,1,2,2,1,1
"13610",0,2,1,0,0,1,0,1,0,0,0,0,0,30,3,0,1,1,2,0
"30002",0,2,1,1,0,1,0,1,2,0,1,1,0,55,1,0,2,2,1,1
"36485",0,2,2,1,0,1,0,1,2,0,1,1,0,35,1,1,1,3,1,1
"26430",0,2,1,0,0,0,0,1,2,0,1,1,0,40,1,0,2,2,1,0
"10305",0,2,1,0,0,0,0,2,2,0,1,1,0,55,1,1,3,2,1,1
"15796",0,2,1,1,0,0,1,1,0,0,0,0,0,60,2,0,2,1,2,1
"41384",1,2,2,1,0,1,0,1,0,0,0,1,0,35,1,0,1,1,1,0
"8176",1,2,2,1,0,1,0,2,0,0,0,0,1,55,3,0,2,1,2,0
"13036",0,2,1,1,0,0,0,1,0,0,0,0,1,55,4,0,1,1,2,1
"22019",0,2,1,0,0,1,0,1,2,0,1,1,1,30,1,2,1,2,1,0
"28918",0,2,1,0,0,1,0,1,0,0,0,0,0,35,1,0,2,1,1,0
"197",1,2,1,0,0,1,0,3,0,0,0,0,1,55,2,0,1,1,2,1
"41332",0,2,1,0,0,1,0,1,0,0,0,0,0,35,1,0,1,1,1,0
"8059",0,2,1,0,0,0,0,2,0,0,0,0,0,65,4,0,2,1,2,1
"9222",0,2,1,0,0,1,0,2,0,0,0,1,0,55,2,0,1,1,2,0
"24163",1,1,1,0,0,1,0,1,0,0,1,0,0,65,1,0,3,1,1,0
"3359",1,2,1,1,0,0,0,3,2,0,1,1,1,45,1,2,3,2,1,1
"28142",0,2,1,0,0,1,0,1,2,0,0,1,0,40,1,0,2,3,1,1
"10229",0,2,1,0,0,1,0,2,0,0,1,0,1,55,1,2,1,1,1,0
"10862",1,2,1,1,0,1,0,2,2,0,0,1,0,45,1,0,2,4,1,0
"23241",1,2,2,0,0,1,0,1,0,0,0,1,1,45,1,0,1,2,1,1
"34480",0,2,1,0,0,1,0,1,0,1,1,1,0,35,1,0,1,1,1,1
"41399",0,2,1,0,0,1,0,1,0,0,1,1,0,40,1,0,1,2,1,1
"8131",0,2,1,1,0,1,0,2,0,0,1,0,0,55,4,2,1,1,1,0
"18754",1,2,1,0,0,1,0,1,0,0,0,1,1,25,1,0,3,1,1,0
"5634",0,1,1,1,0,1,0,3,2,0,0,1,0,35,1,0,2,2,1,1
"30215",0,2,1,1,0,0,0,1,2,0,1,1,0,35,1,1,2,2,1,1
"32899",0,2,1,1,0,1,0,1,2,0,1,1,0,35,1,1,1,2,1,1
"7513",0,2,2,1,0,1,0,3,0,0,0,0,0,25,1,0,1,1,1,0
"26607",0,2,1,0,0,1,0,1,2,0,0,1,0,55,1,0,2,2,1,1
"20914",0,1,1,1,0,0,0,1,0,0,0,0,1,25,1,0,1,1,1,1
"28781",1,2,1,0,0,1,1,1,2,0,0,1,0,60,1,0,2,6,1,0
"32608",0,2,1,0,0,1,0,1,2,0,1,1,0,45,1,1,1,2,1,0
"11382",0,2,1,1,0,1,0,2,2,0,1,1,0,35,1,2,1,2,1,1
"23983",1,2,1,0,0,1,0,1,2,0,1,1,0,25,1,1,3,2,1,1
"14243",1,2,1,1,0,1,0,1,2,0,1,1,1,40,2,1,1,2,1,1
"29375",1,2,1,0,0,1,1,1,2,0,0,1,0,65,1,0,2,2,1,0
"25586",1,2,1,0,0,1,0,1,2,0,0,1,0,65,1,0,2,2,1,0
"31041",0,2,1,0,0,1,1,1,2,0,0,1,0,75,1,0,2,2,1,0
"33521",0,2,1,0,0,0,0,1,2,0,1,1,0,35,1,0,1,2,1,1
"8526",1,2,2,0,0,1,0,2,0,0,0,0,1,30,2,0,1,1,2,1
"23236",0,2,1,1,0,0,0,1,0,0,0,0,1,45,1,0,1,1,1,1
"40449",1,2,1,0,0,1,0,1,0,1,1,1,0,25,1,0,1,1,1,1
"641",1,2,1,0,0,1,0,3,0,0,1,0,1,25,1,0,1,1,1,0
"24370",0,1,2,1,0,0,0,1,0,0,1,1,0,55,1,0,3,1,1,1
"6512",0,2,1,1,0,1,0,3,2,0,1,1,0,40,1,1,1,2,1,1
"37642",1,1,1,0,0,1,0,1,2,0,1,1,0,30,1,2,1,2,1,0
"34113",0,2,1,0,0,1,0,1,2,0,1,1,0,35,1,0,1,2,1,1
"37244",0,2,1,0,0,1,0,1,2,0,1,1,0,25,1,2,1,2,1,0
"38067",0,2,1,0,0,0,0,1,2,0,1,1,0,35,1,0,1,2,1,0
"5012",0,1,1,0,0,1,1,3,2,0,0,1,0,60,1,0,2,2,1,0
"34528",1,2,1,0,0,0,0,1,0,0,1,0,0,55,1,0,1,1,1,0
"37670",1,2,1,0,0,1,0,1,2,0,1,1,0,30,1,2,1,2,1,0
"30411",0,2,1,0,0,0,0,1,2,0,1,1,0,40,1,0,2,2,1,1
"23619",0,2,1,1,0,1,0,1,2,0,1,1,0,35,1,1,3,2,1,1
"22668",0,2,1,0,0,0,0,1,2,0,1,1,1,45,1,0,1,2,1,0
"37697",1,2,1,0,0,1,0,1,2,0,1,1,0,30,1,0,1,2,1,0
"19263",0,2,2,1,0,1,0,1,2,0,1,1,1,35,1,0,2,2,1,0
"41489",0,2,1,0,0,1,0,1,0,0,0,1,0,45,1,0,1,2,1,1
"38508",0,2,1,0,0,1,0,1,2,0,1,1,0,45,1,2,1,2,1,0
"6818",0,2,1,0,0,0,0,3,0,0,0,0,0,30,1,0,1,1,1,0
"27848",0,2,1,0,0,1,0,1,2,0,1,1,0,55,1,1,2,2,1,1
"28511",0,2,1,0,0,1,1,1,2,0,0,1,0,55,1,0,2,2,1,1
"29414",1,2,1,0,0,1,0,1,2,0,1,1,0,10,1,2,2,2,1,0
"41752",0,2,1,0,0,1,0,1,0,0,0,0,0,55,1,0,1,1,1,1
"21650",0,2,1,0,0,0,0,1,2,0,1,1,1,55,1,0,1,2,1,1
"19741",0,2,1,0,0,1,0,1,2,0,1,1,1,45,1,1,2,2,1,1
"37217",1,2,1,0,1,1,0,1,2,0,1,1,0,25,1,2,1,2,1,0
"24857",0,2,1,1,0,1,0,1,2,0,1,1,0,55,1,1,2,2,1,1
"1956",1,2,1,0,0,1,1,3,2,0,0,1,1,65,2,0,2,2,1,1
"39286",0,2,1,1,0,1,0,1,2,0,1,1,0,25,1,0,1,2,1,0
"3487",0,2,1,0,0,1,1,3,2,0,0,1,1,60,1,0,2,3,1,1
"27449",1,2,1,0,0,1,0,1,2,0,1,1,0,35,1,1,2,2,1,0
"9489",0,2,1,0,1,0,1,2,2,0,0,1,1,60,1,2,2,2,1,0
"4046",0,1,1,1,0,0,0,3,0,0,0,0,1,25,1,0,1,1,1,0
"3614",0,2,1,1,0,0,0,3,2,0,1,1,1,35,1,0,2,2,1,1
"22660",0,2,1,1,0,0,0,1,2,0,0,1,1,45,1,0,1,3,1,1
"21124",1,2,1,1,0,1,0,1,2,0,1,1,1,40,1,0,1,2,1,1
"5574",0,2,1,1,0,1,0,3,2,0,1,1,0,40,1,1,2,2,1,0
"11960",0,2,1,0,0,1,0,2,0,0,1,0,0,25,1,0,1,1,1,0
"4751",0,1,1,1,0,1,0,3,2,0,1,1,0,40,1,1,2,2,1,1
"35366",0,2,1,1,0,1,0,1,1,0,1,1,0,20,1,1,1,2,1,1
"37525",1,1,1,1,0,0,0,1,2,0,1,1,0,30,1,2,1,2,1,1
"15217",0,2,1,0,0,1,1,1,2,0,0,1,0,55,2,0,2,2,2,1
"12635",0,2,1,1,0,1,0,2,0,0,0,1,0,55,1,0,1,1,1,0
"9365",1,1,2,1,0,1,1,2,0,0,1,0,1,65,1,0,3,1,1,1
"28701",0,2,1,0,1,1,1,1,2,0,0,1,0,55,1,0,2,3,1,0
"30887",0,2,1,0,0,1,1,1,2,0,0,1,0,55,1,0,2,2,1,0
"35928",0,2,1,0,0,1,0,1,0,1,0,1,0,35,1,0,1,1,1,1
"33724",0,2,1,1,0,0,0,1,2,0,1,1,0,40,1,1,1,2,1,1
"28362",0,2,1,0,0,1,0,1,2,0,1,1,0,45,1,1,2,2,1,1
"6835",0,2,2,0,0,1,0,3,0,1,1,1,0,35,1,0,1,1,1,1
"7968",1,2,2,1,0,1,0,2,0,0,0,0,1,55,4,0,1,1,1,0
"29774",0,2,1,1,0,0,0,1,2,0,1,1,0,40,1,0,2,2,1,0
"33448",0,2,1,1,0,1,0,1,2,0,1,1,0,35,1,1,1,2,1,1
"7953",1,2,1,1,0,1,0,2,0,0,0,0,1,35,4,0,1,1,1,1
"9755",0,2,1,0,0,1,0,2,2,0,0,1,1,55,1,0,1,2,1,1
"25797",0,2,1,0,0,1,1,1,2,0,0,1,0,60,1,0,2,3,1,1
"29522",0,2,1,0,0,1,0,1,2,0,1,1,0,35,1,2,2,2,1,1
"11283",1,2,2,0,0,1,0,2,0,0,0,0,0,25,1,0,1,1,1,1
"39961",0,2,1,1,0,1,0,1,2,0,0,1,0,45,1,0,1,2,1,0
"30013",1,2,1,1,0,1,0,1,2,0,1,1,0,55,1,1,2,2,1,0
"22615",0,2,2,1,0,1,0,1,2,0,0,1,1,40,1,0,1,2,1,0
"21906",0,2,1,1,0,1,0,1,2,0,1,1,1,25,1,0,1,2,1,1
"21425",0,2,1,1,0,1,0,1,2,0,1,1,1,40,1,1,1,3,1,0
"40448",0,1,1,0,0,0,0,1,0,1,0,1,0,25,1,0,1,1,1,1
"21958",1,2,1,0,0,1,0,1,2,0,1,1,1,25,1,0,1,2,1,0
"25641",1,2,2,0,0,1,0,1,0,1,1,1,0,40,1,1,2,1,1,1
"40106",0,2,1,1,0,1,0,1,2,0,0,1,0,50,1,0,1,2,1,1
"25240",1,2,1,0,0,1,1,1,2,0,0,1,0,60,1,0,2,2,1,0
"28123",1,2,1,0,0,1,0,1,2,0,1,1,0,35,1,0,2,3,1,0
"10025",0,2,1,0,0,0,0,2,0,0,0,1,1,45,1,0,1,1,1,1
"419",1,2,1,0,0,1,0,3,0,0,1,0,0,55,2,2,1,1,1,1
"12925",0,2,2,1,0,1,0,1,0,0,1,0,1,55,4,0,2,1,2,0
"29026",1,2,1,1,0,1,1,1,0,0,0,0,0,55,1,0,2,1,1,1
"2884",0,2,1,1,0,0,0,3,1,0,1,1,0,35,2,1,1,2,1,1
"8884",0,1,1,0,0,0,0,2,0,0,1,0,0,25,2,0,1,1,1,0
"24337",0,2,1,0,0,1,1,1,2,0,1,1,0,70,1,2,3,2,1,0
"5549",1,2,1,0,0,1,0,3,2,0,0,1,0,35,1,0,2,2,1,0
"31348",0,2,1,0,0,0,1,1,0,0,0,0,0,55,1,0,2,1,1,0
"30023",1,2,1,0,0,1,0,1,2,0,1,1,0,55,1,2,2,3,1,0
"41461",1,2,1,1,0,0,0,1,0,0,1,0,0,40,1,0,1,1,1,0
"11397",0,2,1,1,0,1,0,2,1,0,1,1,0,40,1,1,1,2,1,1
"31299",0,2,1,1,0,1,0,1,0,0,0,0,0,55,1,0,2,1,1,1
"3425",0,2,1,1,0,0,0,3,0,0,0,0,1,60,1,0,2,1,1,0
"35920",1,2,1,0,0,1,0,1,0,1,0,1,0,35,1,0,1,1,1,1
"19828",0,2,1,0,0,1,1,1,2,0,0,1,1,55,1,2,2,2,1,0
"8572",0,2,2,0,0,1,0,2,0,0,0,0,1,55,2,0,1,1,2,1
"16364",0,2,1,0,0,1,0,1,2,0,0,1,0,30,2,0,1,3,2,1
"40239",1,2,1,1,0,0,0,1,2,0,0,1,0,55,1,0,1,2,1,1
"2766",0,2,1,1,0,1,0,3,2,0,1,1,0,30,2,1,1,2,1,1
"29233",1,2,1,0,1,1,0,1,2,0,0,1,0,35,1,0,2,2,1,1
"5392",0,2,2,0,0,1,0,3,0,0,1,1,0,40,1,2,2,1,1,0
"16028",1,2,1,1,0,1,0,1,2,0,1,1,0,40,2,1,2,2,2,1
"17051",1,2,1,0,0,1,0,1,2,0,1,1,0,50,2,1,1,2,2,0
"25209",0,2,1,0,0,1,1,1,2,0,0,1,0,60,1,0,2,6,1,1
"27991",0,2,1,1,0,1,0,1,2,0,0,1,0,20,1,0,2,3,1,1
"21728",1,2,2,0,0,1,0,1,2,0,1,1,1,35,1,2,1,2,1,0
"10162",0,2,1,0,0,0,0,2,0,1,0,1,1,55,1,0,1,1,1,1
"26004",0,2,1,1,0,1,0,1,2,0,1,1,0,40,1,1,2,2,1,1
"18305",0,2,1,1,0,1,0,1,2,0,1,1,1,35,1,1,1,3,1,1
"41326",0,2,1,1,0,1,0,1,0,0,1,0,0,35,1,0,1,1,1,0
"17543",1,2,1,1,0,1,0,1,2,0,1,1,0,40,2,1,1,4,1,1
"23457",1,2,2,1,0,1,0,1,0,0,1,0,1,55,1,0,1,1,1,1
"489",0,1,1,1,0,0,0,3,2,0,1,1,1,40,1,1,2,2,1,1
"13688",0,2,1,1,0,1,0,1,2,0,1,1,1,45,2,1,1,2,2,0
"25648",1,2,1,1,0,1,1,1,0,0,0,0,0,55,1,0,2,1,1,1
"7969",0,2,1,1,0,0,0,2,0,0,0,0,1,55,4,0,1,1,1,0
"7129",1,2,1,1,0,1,0,3,2,0,1,1,0,30,1,2,1,2,1,0
"22129",0,2,1,1,0,0,0,1,2,0,1,1,1,40,1,2,1,2,1,1
"24456",0,2,2,0,0,1,1,1,2,0,0,1,0,55,1,0,2,2,1,0
"4976",0,1,1,1,0,0,0,3,2,0,1,1,0,35,1,1,2,2,1,0
"1274",1,2,1,0,0,1,0,3,0,1,0,1,0,25,1,0,1,1,1,1
"6975",0,2,1,0,0,1,0,3,0,1,1,1,0,20,1,0,1,1,1,1
"14275",1,2,2,1,0,0,0,1,0,0,0,0,1,45,2,0,1,1,2,0
"31083",0,1,1,0,0,1,0,1,0,0,1,0,0,30,1,0,2,1,1,0
"35324",0,2,1,1,0,1,0,1,2,0,1,1,0,50,1,1,1,2,1,1
"25194",1,2,1,0,0,1,1,1,2,0,0,1,0,55,1,0,2,2,1,1
"19210",1,2,1,0,0,1,0,1,2,0,1,1,1,55,1,1,2,3,1,0
"19451",1,2,1,1,0,1,0,1,2,0,0,1,1,65,1,0,2,3,1,0
"19091",1,2,1,0,0,1,1,1,2,0,1,1,1,70,1,0,2,3,1,1
"21869",1,2,1,0,0,1,0,1,2,0,0,1,1,25,1,0,1,2,1,0
"2429",0,2,1,1,0,0,0,3,2,0,1,1,0,30,2,2,2,2,2,1
"31190",1,2,1,0,0,1,0,1,0,0,0,1,0,40,1,0,2,4,1,1
"28800",0,2,1,0,0,1,0,1,2,0,1,1,0,65,1,2,2,2,1,1
"15028",0,2,2,1,0,0,0,1,0,0,0,0,0,25,2,0,3,1,2,1
"32046",0,2,1,0,0,1,0,1,2,0,1,1,0,30,1,0,1,2,1,1
"27727",0,2,1,1,0,1,0,1,2,0,1,1,0,45,1,2,2,2,1,1
"29043",1,2,1,1,0,1,0,1,0,0,1,0,0,55,1,0,2,1,1,0
"19875",0,2,1,0,0,0,0,1,2,0,0,1,1,65,1,0,2,2,1,1
"39686",1,2,1,0,0,1,0,1,2,0,1,1,0,35,1,1,1,2,1,0
"2321",0,2,1,0,0,1,1,3,2,0,0,1,0,55,2,0,2,2,1,1
"26070",1,2,1,1,0,1,0,1,2,0,1,1,0,40,1,0,2,3,1,0
"23131",0,2,2,1,0,1,0,1,0,0,0,0,1,35,1,0,1,1,1,0
"32712",1,2,1,0,0,0,0,1,0,1,1,1,0,25,1,0,1,1,1,0
"21727",0,2,2,0,0,1,0,1,2,0,0,1,1,35,1,0,1,2,1,1
"36169",1,2,1,1,0,0,0,1,2,0,1,1,0,35,1,1,1,2,1,1
"6773",0,2,1,0,0,1,0,3,2,0,1,1,0,40,1,0,1,3,1,1
"21802",1,2,2,0,0,1,0,1,2,0,0,1,1,25,1,0,1,2,1,1
"1808",1,2,1,1,0,1,0,3,0,0,0,0,0,65,3,0,2,1,1,0
"9884",0,1,1,1,0,1,0,2,0,0,1,0,1,30,1,1,1,1,1,1
"38014",0,2,1,0,0,1,0,1,2,0,1,1,0,35,1,2,1,2,1,0
"41746",0,2,2,1,0,1,0,1,0,0,0,0,0,55,1,0,1,1,1,1
"38832",0,2,1,0,0,1,0,1,2,0,1,1,0,55,1,0,1,2,1,0
"1254",1,2,1,0,0,1,0,3,2,0,1,1,0,40,1,0,1,2,1,0
"38247",1,2,1,0,0,1,0,1,2,0,1,1,0,40,1,2,1,3,1,1
"17936",1,2,1,1,0,1,0,1,0,0,0,0,0,35,2,0,1,1,2,1
"38022",0,1,1,0,1,1,0,1,2,0,1,1,0,35,1,2,1,2,1,0
"16156",0,2,2,1,0,1,0,1,0,0,0,0,0,50,2,0,2,1,2,1
"38727",0,2,1,0,0,1,0,1,2,0,1,1,0,55,1,2,1,2,1,1
"39593",1,2,1,0,0,1,0,1,2,0,0,1,0,35,1,0,1,2,1,0
"11666",0,2,1,1,0,0,0,2,2,0,1,1,0,50,1,2,1,3,1,0
"22705",0,2,1,0,0,1,0,1,2,0,1,1,1,50,1,1,1,2,1,0
"40267",1,2,1,0,0,1,0,1,2,0,0,1,0,55,1,0,1,2,1,0
"1583",1,2,2,0,0,1,0,3,0,0,0,0,0,45,1,0,1,1,1,1
"3344",0,2,1,1,0,0,0,3,0,0,1,0,1,45,1,0,3,1,1,0
"27940",1,2,1,1,0,1,0,1,2,0,1,1,0,65,1,2,2,2,1,1
"29359",1,2,1,0,0,1,0,1,2,0,0,1,0,65,1,0,2,2,1,1
"9935",1,2,1,0,0,1,0,2,0,1,0,1,1,35,1,0,1,1,1,1
"20616",1,2,1,1,0,1,1,1,0,0,0,0,1,70,1,0,2,1,1,1
"32902",0,2,2,0,0,1,0,1,2,0,1,1,0,35,1,1,1,2,1,1
"36496",1,2,1,1,0,1,0,1,2,0,1,1,0,35,1,0,1,2,1,1
"37866",1,2,1,1,1,1,0,1,2,0,1,1,0,35,1,0,1,2,1,1
"7412",0,2,2,0,0,0,0,3,0,0,0,0,0,25,1,0,1,1,1,1
"10986",0,1,1,1,0,1,0,2,0,0,1,0,0,55,1,0,2,1,1,1
"10484",0,2,1,0,0,1,0,2,2,0,1,1,0,45,1,1,2,2,1,1
"33568",0,2,1,1,0,1,0,1,2,0,1,1,0,35,1,1,1,2,1,0
"2596",1,2,1,0,0,1,0,3,2,0,1,1,0,35,2,1,2,2,2,1
